what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.mtj.ui,1.2.0.v201009031435,"org.eclipse.mtj.ui.editor.JadEditor",1390483067630
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1390483074754
closed,editor,org.eclipse.mtj.ui,1.2.0.v201009031435,"org.eclipse.mtj.ui.editor.JadEditor",1390483074755
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1390483075962
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390483082278
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390483082293
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390483082373
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390483089454
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1390483091407
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390483095039
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390483095175
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1390483095640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390483102842
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390483118426
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390483120549
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390483121703
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1390483134544
opened,editor,org.eclipse.mtj.ui,1.2.0.v201009031435,"org.eclipse.mtj.ui.editor.JadEditor",1390483135566
activated,editor,org.eclipse.mtj.ui,1.2.0.v201009031435,"org.eclipse.mtj.ui.editor.JadEditor",1390483135652
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390483157196
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390483176621
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1390483176661
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1390483178408
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1390483188651
executed,command,,,"org.eclipse.mtj.launchShortcuts.run",1390483192290
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1390483192362
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1390483199555
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390483206696
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390483232530
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1390483234085
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390483239068
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1390483256007
